row_id,question,answer,human_score_1to5,notes
60,When did the voortrekkers arrive in south africa?,"The Voortrekkers arrived in South Africa in 1835 as part of a significant migration known as the Great Trek. This event marked a pivotal moment in South African history, fundamentally altering the demographic and political landscape of the region.
The Great Trek began when a group of Boer farmers, led by Piet Retief and Andries Pretorius, decided to leave the British-controlled Cape Colony due to dissatisfaction with British policies and increasing encroachment on their land. They set out from the Cape Town area in 1835, traveling northward across the Drakensberg Mountains.
The Voortrekkers, which means ""pioneers"" or ""frontiersmen"" in Afrikaans, consisted of about 12, 000 people, including farmers, artisans, and their families. They established several new settlements along the way, collectively known as the Boer Republics.
The most significant of these settlements was Natalia (now Durban), which they founded in 1839. Other notable locations included Potchefstroom, Lydenburg, and Pietermaritzburg.
The arrival of the Voortrekkers had far-reaching consequences:
1. It led to the establishment of several independent Boer states, challenging British authority in South Africa.
2. It contributed to the development of a distinct Boer culture and identity.
3. It set the stage for future conflicts between the Boers and the Xhosa people, as well as with the British.
4. It influenced the political landscape of South Africa, eventually leading to the formation of the Union of South Africa in 1910.
The Great Trek marked a significant shift in the demographic makeup of South Africa, with the arrival of a new group of settlers who would go on to play a crucial role in shaping the country's history and culture.",3,Great Trek ~1835 roughly right; but Natal/Durban details off
61,When was the first apple i phone made?,"The first Apple iPhone was introduced on June 29, 2007. This groundbreaking device marked a significant milestone in mobile technology and has since become one of the most iconic smartphones in history.
Apple's co-founders Steve Jobs, Steve Wozniak, and Ronald Wayne had been working on the concept of a smartphone for several years before its official launch. The development process was fraught with challenges, including technical difficulties and financial constraints. However, Apple persevered, eventually securing funding from investors and assembling a team to bring their vision to life.
The first iPhone featured a 3.5-inch touchscreen display, an A1 chip, and ran on the iPhone OS (later renamed iOS). It offered basic features such as phone calls, text messaging, internet browsing, and email. The device was priced at $499 for the 8GB model and $599 for the 16GB version.
The launch of the iPhone was met with great enthusiasm from consumers and critics alike. It revolutionized the smartphone market by combining a mobile phone, music player, and internet device into one compact device. The iPhone's sleek design, intuitive user interface, and advanced features set it apart from its competitors and helped establish Apple as a leader in consumer electronics.
Since its introduction, the iPhone has undergone numerous updates and generations, with each new release introducing new features, improved performance, and enhanced user experience. Today, the iPhone is not just a smartphone but also a hub for entertainment, productivity, and communication, making it an indispensable part of many people's lives worldwide.",4,CORRECT: June 29 2007; minor Wozniak/Wayne framing slip
62,Who sings the song for stuck in the middle?,"The song ""Stuck in the Middle with You"" was performed and recorded by the American rock band Journey. The lead vocals were sung by Steve Perry, who is best known as the frontman of Journey. Perry's distinctive voice and powerful delivery made him a standout performer on this track.

Steve Perry wrote the lyrics for ""Stuck in the Middle with You"" along with his bandmates Neal Schon (guitar) and Jonathan Cain (bass). The song was released as the lead single from Journey's eighth studio album, ""Escape,"" which was released in 1982. It became one of the band's most popular and enduring hits, reaching number two on the U. S. Billboard Hot 100 chart.

The song's catchy melody and Perry's energetic vocals made it a staple of classic rock radio and helped solidify Journey's status as one of the most successful and influential bands of the 1980s. ""Stuck in the Middle with You"" has since become an iconic track, often referenced in popular culture and used in various media productions.

Steve Perry's performance on this song is particularly notable for its memorable guitar riff and Perry's ability to convey a sense of urgency and passion through his vocals. The song's lyrics, which describe a relationship that feels stuck in a rut, have also contributed to its enduring popularity and relevance over the years.",1,FALSE: Journey/Steve Perry/Escape - completely wrong
63,Who is the original artist of sound of silence?," The original artist of ""The Sound of Silence"" is Simon & Garfunkel. This song was released in 1964 as a single from their debut album, Wednesday Morning, 3 A.M. However, it didn't gain significant popularity until a re-recorded version with electric instrumentation was released in 1965, which became one of the duo's most famous songs. The original version featured acoustic guitars and vocals only.",4,CORRECT: Simon & Garfunkel 1964/1965 electric - accurate
64,When was the first fast and furious film made?,"The first *Fast & Furious* film, originally titled *The Fast and the Furious*, was released in **2001**. It marked the beginning of a long-running franchise that has become one of the most successful in cinematic history. The movie's production began even earlier, with filming taking place primarily between late 2000 and early 2001.



The film was inspired by an article written by journalist Ken Li for *Rolling Stone* magazine titled ""Racer X,"" which explored the world of illegal street racing in Southern California. Producer Neal H. Moritz brought the concept to Universal Pictures, and Rob Cohen directed the initial installment.",5,"CORRECT: 2001 The Fast and the Furious, clean"
65,How many states in india are under congress?," As of my last update, there is no specific state in India that is entirely governed by the Indian National Congress (INC), the oldest existing political party in India. The INC is one of the major national parties in India and has a presence in many states, but it does not have a monopoly over any state government.

The Indian political landscape is complex and dynamic, with multiple parties and alliances playing significant roles. The INC, along with its allies, forms the United Progressive Alliance (UPA) at the national level. The party's strength varies from state to state, with some states having a strong Congress presence while others have a dominant position of regional parties.

For example, in the 2019 Lok Sabha elections, the INC won the most seats in states like Punjab, Puducherry, and Mizoram, but it did not win any state outright. In contrast, some states like West Bengal, Tamil Nadu, and Odisha are dominated by regional parties like the Trinamool Congress, Dravida Munnetra Kazhagam (DMK), and Biju Janata Dal (BJD) respectively.

Therefore, as of now, no state in India is under the exclusive control of the Indian National Congress.",3,Reasonable: no state solely INC; a bit dated but not fabricated
66,Who played the weasley brothers in harry potter?," The Weasley brothers in the Harry Potter film series were portrayed by three different actors. The eldest brother, Arthur Weasley, was played by Mark Williams. The middle child, Fred Weasley, was portrayed by James Phelps, and his twin George Weasley was also played by James Phelps. It's interesting to note that James and Oliver Phelps, who played the Weasley twins, are actually real-life twins as well. The characters of the Weasley brothers were created by J.K. Rowling for her Harry Potter book series.",1,FALSE: says one actor played both twins/Mark Williams as Arthur
67,Who performed at the champions league final 2018?,"The Champions League Final in 2018 featured a performance by pop superstar **Beyoncé**. She was the headline act for the pre-match entertainment, delivering a spectacular show alongside fellow artists Kelly Rowland and Michelle Williams as part of her ""Formation World Tour."" The performance included songs like ""Crazy in Love,"" ""Hold Up,"" and ""Freedom"" and was widely praised for its energy and visual spectacle.



While Liverpool and Real Madrid were the teams competing *in* the final itself, Beyoncé's concert was a significant and memorable element of the overall event.",1,FALSE: invents Beyonce/Destiny Child performance
68,When was the first fast and furious film made?," The first film in the Fast & Furious franchise, titled ""The Fast and the Furious,"" was released on June 22, 2001. Directed by Rob Cohen, this action movie marked the beginning of a successful series that has since spawned numerous sequels and spin-offs. The original film introduced popular characters such as Brian O'Conner (played by Paul Walker) and Dominic Toretto (Vin Diesel), who have become synonymous with the franchise. The Fast and the Furious was a commercial success, earning over $207 million worldwide against its production budget of $38 million.",5,"CORRECT: 2001, Rob Cohen, accurate figures"
69,How many states in india are under congress?,"Determining precisely how many Indian states are ""under Congress"" (referring to the Indian National Congress party) requires a nuanced understanding of what that phrase implies and relies on current political realities. It's not as simple as saying a state is ""controlled"" by a single party, but rather assessing which parties hold power in each state government. As of late 2023/early 2024, here’s a breakdown:

**Understanding the Terminology & Current Political Landscape:**

*   **State Governments:** India has 28 states and 8 Union Territories. Each state has an elected Legislative Assembly (Vidhan Sabha) that chooses a government led by a Chief Minister. The party or coalition of parties with a majority in the Vidhan Sabha forms the government.
*   **Indian National Congress (INC):**  Often shortened to ""Congress,"" this is one of India's oldest and historically dominant political parties. While it has seen its influence wane over recent decades, it remains a significant player in Indian politics.
*   **""Under Congress"":** This phrase typically means that the INC holds power as the leading party in the state government. It can also refer to situations where the INC is part of a coalition government and plays a key role in decision-making.

**States Currently with Congress Governments (as of early 2024):**

As of January 2024, the Indian National Congress holds power as the leading party in the following states:

*   **Rajasthan:** The INC won a significant victory in the 2023 state elections.
*   **Chhattisgarh:**  The INC also secured a win in the 2023 state elections.
*   **Himachal Pradesh:** The INC holds power here, although with a relatively slim majority.
*   **Karnataka:** Congress returned to power in Karnataka in the 2023 elections.

**Important Considerations & Caveats:**

*   **Coalition Governments:**  In some states, the INC might be part of a coalition government. While they may not have an outright majority on their own, they still exert influence and participate in governance.
*   **Political Fluidity:** Indian politics are dynamic. Government formations can change due to elections, defections, or other political developments. The information provided here is accurate as of the current date but could be subject to change.
*   **Union Territories:**  The INC does not currently hold power in any of India's Union Territories.



To get the absolute most up-to-date information, it’s best to consult reliable sources like:

*   Election Commission of India website ([https://eci.gov.in/](https://eci.gov.in/))
*   Reputable Indian news organizations (e.g., The Hindu, The Indian Express, NDTV)",3,"Reasonable: ~3-4 Congress states, acknowledges fluidity"
70,Who killed the man in thelma and louise?," In the 1993 film ""Thelma & Louise,"" the characters Thelma (played by Susan Sarandon) and Louise (played by Geena Davis) do not kill a man directly. However, their actions lead to the death of a character named Harlan (played by Harvey Keitel).

In the climactic scene, after evading law enforcement for much of the film, Thelma and Louise find themselves cornered on a cliff edge. Faced with certain arrest and possible harm, they decide to drive off the cliff rather than surrender. Harlan, who had been pursuing them, is in their car at the time and does not survive the fall.

It's important to note that Thelma and Louise are not portrayed as villains in the film, but rather as women fighting against societal expectations and oppression. Their actions are a result of their desperation and frustration, rather than malice towards Harlan or any other character.",2,Right that Louise/Harlan but wrong mechanism (cliff not shooting)
71,How many states in india are under congress?,"As of my last update in October 2023, there are 16 states in India that are currently ruled by the Indian National Congress (INC). The INC is one of the oldest political parties in India and has a significant historical presence in the country's political landscape.

Here is a list of the 16 states under the Congress government as of my last update:

1. **Andhra Pradesh** - Led by Yogi Aditya
2. **Arunachal Pradesh** - Led by Pawan Kumar
3. **Assam** - Led by Kamal Lochan
4. **Bihar** - Led by Nitish Kumar
5. **Chhattisgarh** - Led by Uma Bharti
6. **Goa** - Led by Pratibha Patil (though she is not from Congress, her party has a strong presence in the state)
7. **Gujarat** - Led by Gandhinagar (the capital city is ruled by a Congress-led coalition)
8. **Haryana** - Led by Manohar Lal
9. **Jharkhand** - Led by Uma Bharti (same as Chhattisgarh, part of the same government)
10. **Karnataka** - Led by Jagadish Pratap Singh
11. **Kerala** - Led by Pinarayi Vijayan
12. **Madhya Pradesh** - Led by Shivraj Singh Chouhan (part of a Congress-led coalition)
13. **Maharashtra** - Led by Ashok Gehlot (part of a Congress-led coalition)
14. **Manipur** - Led by Natiya Mani
15. **Meghalaya** - Led by Pratibha Patil (same as Goa, part of the same government)
16. **Tamil Nadu** - Led by Kamal Jaya

It's worth noting that the political landscape in India is subject to change due to various factors such as elections, internal party dynamics, and shifting public opinion. Therefore, it's always a good idea to check the most current information from reliable sources for the most accurate data.

The Congress party has had a long history of governance in these states, often forming coalitions with other parties to maintain power. This political alignment reflects the complex nature of Indian politics, where regional and national interests intersect, leading to diverse political configurations across different states.",1,"FALSE: ""16 states""/Yogi Aditya in Andhra etc - fabricated list"
72,Who plays charlie on it's always sunny?,"I apologize for any confusion, but I don't have access to a specific context or information about ""It's Always Sunny"" that would allow me to definitively answer who plays Charlie in the show. 

""It's Always Sunny in Philadelphia"" is an American sitcom that originally aired from 2005 to 2019 on FX. The show follows the lives of five friends living in a house in Philadelphia, Pennsylvania. Each character has their own quirks and personalities.

Charlie is one of the main characters in the show. He is portrayed as a gay man who works at a diner called ""The Diner"" with his friends Dee, Charlie, Mac, Dee, and Frank. However, I don't have specific information about which actor plays Charlie in the show.

If you're looking for accurate information about the cast of ""It's Always Sunny,"" I would recommend checking official sources such as the FX website or reputable entertainment news outlets that specialize in TV shows. These resources typically provide up-to-date and detailed information about the cast, including the actors who play each character.

Without access to a specific context or additional information, I can't confidently state who plays Charlie on ""It's Always Sunny."" If you have any other questions about the show or its characters that don't require specific details, feel free to ask!",1,"Evasive AND wrong (""gay man at diner""); never names Charlie Day"
73,What kind of car in to catch a thief?,"This question is a playful reference to the classic children's rhyme ""To Catch a Thief, You Need a Fast Car."" The answer, therefore, isn't about a specific make or model but rather the *type* of car needed. 

The rhyme implies that you need a **fast car** to catch a thief. This means any vehicle known for its speed and performance would fit the bill. Historically, this might have referred to sports cars like Porsches or Ferraris, which were symbols of speed and luxury. Today, it could encompass high-performance sedans (like BMW M series or Mercedes-AMG models), powerful SUVs, or even electric vehicles with rapid acceleration. 

Ultimately, the ""right"" car is one that can outpace the thief – prioritizing acceleration and handling over other features like comfort or fuel efficiency.



",1,"FALSE: invents ""children rhyme""; misses 1955 Hitchcock film"
74,When did toronto host the mlb all-star game?," The Toronto Blue Jays baseball team has hosted the Major League Baseball (MLB) All-Star Game on three occasions, and these events took place in different years. Here's a brief overview of each event:

1. 1985: The first time Toronto hosted the MLB All-Star Game was on July 9, 1985, at SkyDome (now known as Rogers Centre). The American League defeated the National League with a score of 6-1, and Don Mattingly from the New York Yankees was named the Most Valuable Player (MVP) of the game.

2. 2013: The second time Toronto hosted the All-Star Game was on July 16, 2013, also at Rogers Centre. This event marked the first time that the Midsummer Classic was played outside of the United States since 1954. The American League won again, this time with a score of 5-3, and Robinson Cano from the Seattle Mariners was named the MVP.

3. 2021: The most recent All-Star Game hosted by Toronto took place on July 13, 2021, once again at Rogers Centre. The American League won for the third consecutive time, defeating the National League with a score of 4-3 in extra innings. Shohei Ohtani from the Los Angeles Angels was named the MVP after hitting a home run and pitching a scoreless inning.

In summary, Toronto has hosted three MLB All-Star Games: in 1985, 2013, and most recently in 2021.",1,FALSE: 1985/2013/2021 - all wrong; only 1991
